CODREG;REG;CODDEP;CODCAN;CAN;NBCOM;PMUN;PTOT
27;Bourgogne-Franche-Comté;71;23;Montceau-les-Mines;2;18985;19328
27;Bourgogne-Franche-Comté;71;24;Ouroux-sur-Saône;15;16404;16822
27;Bourgogne-Franche-Comté;71;25;Paray-le-Monial;22;20351;21148
27;Bourgogne-Franche-Comté;71;26;Pierre-de-Bresse;33;16414;16692
27;Bourgogne-Franche-Comté;71;27;Saint-Rémy;9;22419;22971
27;Bourgogne-Franche-Comté;71;28;Saint-Vallier;5;18166;18508
27;Bourgogne-Franche-Comté;71;29;Tournus;31;19673;20333
52;Pays de la Loire;72;01;Bonnétable;23;29783;30282
52;Pays de la Loire;72;02;Changé;8;29170;29969
52;Pays de la Loire;72;03;Château-du-Loir;24;23861;24558
52;Pays de la Loire;72;04;Écommoy;10;28177;28626
52;Pays de la Loire;72;05;La Ferté-Bernard;24;24794;25437
52;Pays de la Loire;72;06;La Flèche;12;25063;26304
52;Pays de la Loire;72;07;Loué;43;29217;29859
52;Pays de la Loire;72;08;Le Lude;22;28256;28712
52;Pays de la Loire;72;09;Mamers;44;26674;27625
52;Pays de la Loire;72;10;Le Mans-1;2;22727;23383
52;Pays de la Loire;72;11;Le Mans-2;5;25447;25971
52;Pays de la Loire;72;12;Le Mans-3;1;29143;30013
52;Pays de la Loire;72;13;Le Mans-4;2;29145;29717
52;Pays de la Loire;72;14;Le Mans-5;1;24171;24708
52;Pays de la Loire;72;15;Le Mans-6;2;28203;28541
52;Pays de la Loire;72;16;Le Mans-7;7;26645;27002
52;Pays de la Loire;72;17;Sablé-sur-Sarthe;16;27879;28728
52;Pays de la Loire;72;18;Saint-Calais;36;26466;27096
52;Pays de la Loire;72;19;Savigné-l'Évêque;15;23747;24115
52;Pays de la Loire;72;20;Sillé-le-Guillaume;48;30341;30960
52;Pays de la Loire;72;21;La Suze-sur-Sarthe;15;27054;27514
84;Auvergne-Rhône-Alpes;73;01;Aix-les-Bains-1;10;28219;28883
84;Auvergne-Rhône-Alpes;73;02;Aix-les-Bains-2;3;27338;27901
84;Auvergne-Rhône-Alpes;73;03;Albertville-1;9;19415;19970
84;Auvergne-Rhône-Alpes;73;04;Albertville-2;15;24019;24629
84;Auvergne-Rhône-Alpes;73;05;Bourg-Saint-Maurice;12;25231;26130
84;Auvergne-Rhône-Alpes;73;06;Bugey savoyard;30;20004;20397
84;Auvergne-Rhône-Alpes;73;07;Chambéry-1;2;22887;23613
84;Auvergne-Rhône-Alpes;73;08;Chambéry-2;2;22189;22775
84;Auvergne-Rhône-Alpes;73;09;Chambéry-3;2;26023;26560
84;Auvergne-Rhône-Alpes;73;10;Modane;16;14027;14633
84;Auvergne-Rhône-Alpes;73;11;Montmélian;27;24887;25460
84;Auvergne-Rhône-Alpes;73;12;La Motte-Servolex;8;26696;27595
84;Auvergne-Rhône-Alpes;73;13;Moûtiers;18;25552;26617
84;Auvergne-Rhône-Alpes;73;14;Le Pont-de-Beauvoisin;27;20971;21393
84;Auvergne-Rhône-Alpes;73;15;La Ravoire;5;23497;24583
84;Auvergne-Rhône-Alpes;73;16;Saint-Alban-Leysse;24;24171;24835
84;Auvergne-Rhône-Alpes;73;17;Saint-Jean-de-Maurienne;26;22007;22698
84;Auvergne-Rhône-Alpes;73;18;Saint-Pierre-d'Albigny;25;19069;19485
84;Auvergne-Rhône-Alpes;73;19;Ugine;16;17522;18175
84;Auvergne-Rhône-Alpes;74;01;Annecy-1;9;49322;50499
84;Auvergne-Rhône-Alpes;74;02;Annecy-2;2;40900;42209
84;Auvergne-Rhône-Alpes;74;03;Annecy-le-Vieux;8;55805;57667
84;Auvergne-Rhône-Alpes;74;04;Annemasse;3;51437;52021
84;Auvergne-Rhône-Alpes;74;05;Bonneville;20;54605;56111
84;Auvergne-Rhône-Alpes;74;06;Cluses;16;53094;54326
84;Auvergne-Rhône-Alpes;74;07;Évian-les-Bains;33;50443;51817
84;Auvergne-Rhône-Alpes;74;08;Faverges;24;40882;42200
84;Auvergne-Rhône-Alpes;74;09;Gaillard;10;40541;41461
84;Auvergne-Rhône-Alpes;74;10;Le Mont-Blanc;7;31005;32102
84;Auvergne-Rhône-Alpes;74;11;La Roche-sur-Foron;27;53583;55117
84;Auvergne-Rhône-Alpes;74;12;Rumilly;28;45710;46872
84;Auvergne-Rhône-Alpes;74;13;Saint-Julien-en-Genevois;40;64558;65794
84;Auvergne-Rhône-Alpes;74;14;Sallanches;9;32061;33100
84;Auvergne-Rhône-Alpes;74;15;Sciez;25;48955;49957
84;Auvergne-Rhône-Alpes;74;16;Seynod;10;52535;53943
84;Auvergne-Rhône-Alpes;74;17;Thonon-les-Bains;12;51263;52848
28;Normandie;76;01;Barentin;21;40734;41350
28;Normandie;76;02;Bois-Guillaume;19;44952;45881
28;Normandie;76;03;Bolbec;20;38988;39578
28;Normandie;76;04;Canteleu;6;28221;28805
28;Normandie;76;05;Caudebec-lès-Elbeuf;7;35910;36186
28;Normandie;76;06;Darnétal;15;38063;38617
28;Normandie;76;07;Dieppe-1;17;31790;32756
28;Normandie;76;08;Dieppe-2;22;38485;39261
28;Normandie;76;09;Elbeuf;6;30844;31256
28;Normandie;76;10;Eu;40;34474;35174
28;Normandie;76;11;Fécamp;35;39027;39702
28;Normandie;76;12;Gournay-en-Bray;67;35967;36877
28;Normandie;76;13;Le Grand-Quevilly;2;34426;34849
28;Normandie;76;14;Le Havre-1;1;38525;38930
28;Normandie;76;15;Le Havre-2;3;34620;35036
28;Normandie;76;16;Le Havre-3;4;37207;37425
28;Normandie;76;17;Le Havre-4;1;35342;35597
28;Normandie;76;18;Le Havre-5;1;32399;33004
28;Normandie;76;19;Le Havre-6;2;36164;36787
28;Normandie;76;20;Luneray;72;34838;35514
28;Normandie;76;21;Le Mesnil-Esnard;42;45764;46827
28;Normandie;76;22;Mont-Saint-Aignan;2;29723;30169
28;Normandie;76;23;Neufchâtel-en-Bray;70;34151;35049
28;Normandie;76;24;Notre-Dame-de-Bondeville;21;42753;43275
28;Normandie;76;25;Notre-Dame-de-Gravenchon;21;30894;31471
28;Normandie;76;26;Octeville-sur-Mer;31;35938;36659
28;Normandie;76;27;Le Petit-Quevilly;2;29843;30295
28;Normandie;76;28;Rouen-1;1;38073;38692
28;Normandie;76;29;Rouen-2;1;35404;36053
28;Normandie;76;30;Rouen-3;1;37883;38220
28;Normandie;76;31;Saint-Étienne-du-Rouvray;2;33564;33831
28;Normandie;76;32;Saint-Romain-de-Colbosc;38;33776;34394
28;Normandie;76;33;Saint-Valery-en-Caux;71;35750;36570
28;Normandie;76;34;Sotteville-lès-Rouen;2;28444;28744
28;Normandie;76;35;Yvetot;53;42947;44043
11;Île-de-France;77;01;Champs-sur-Marne;4;57561;57905
11;Île-de-France;77;02;Chelles;1;55148;55441
11;Île-de-France;77;03;Claye-Souilly;30;54842;55375
11;Île-de-France;77;04;Combs-la-Ville;5;73195;73895
11;Île-de-France;77;05;Coulommiers;50;63950;64904
11;Île-de-France;77;06;La Ferté-sous-Jouarre;47;61837;62785
11;Île-de-France;77;07;Fontainebleau;34;63538;65076
11;Île-de-France;77;08;Fontenay-Trésigny;33;52610;53201
11;Île-de-France;77;09;Lagny-sur-Marne;14;69534;70292
11;Île-de-France;77;10;Meaux;1;55416;55893
11;Île-de-France;77;11;Melun;9;63505;64225
11;Île-de-France;77;12;Mitry-Mory;19;62827;63246
11;Île-de-France;77;13;Montereau-Fault-Yonne;21;68420;69760
11;Île-de-France;77;14;Nangis;46;60315;61048
11;Île-de-France;77;15;Nemours;50;59050;59985
11;Île-de-France;77;16;Ozoir-la-Ferrière;12;62610;63327
11;Île-de-France;77;17;Pontault-Combault;3;68392;68712
11;Île-de-France;77;18;Provins;81;57879;59327
11;Île-de-France;77;19;Saint-Fargeau-Ponthierry;6;50997;51442
11;Île-de-France;77;20;Savigny-le-Temple;6;70915;71515
11;Île-de-France;77;21;Serris;24;71497;72310
11;Île-de-France;77;22;Torcy;5;53875;54396
11;Île-de-France;77;23;Villeparisis;6;54603;54910
11;Île-de-France;78;01;Aubergenville;40;70436;72021
11;Île-de-France;78;02;Bonnières-sur-Seine;69;59529;60465
11;Île-de-France;78;03;Chatou;5;77641;79603
11;Île-de-France;78;04;Le Chesnay;5;71601;73089
11;Île-de-France;78;05;Conflans-Sainte-Honorine;4;63402;64087
11;Île-de-France;78;06;Houilles;3;62465;63288
11;Île-de-France;78;07;Limay;20;56848;57502
11;Île-de-France;78;08;Mantes-la-Jolie;5;80599;81150
11;Île-de-France;78;09;Maurepas;16;70365;71843
11;Île-de-France;78;10;Montigny-le-Bretonneux;2;61907;62807
11;Île-de-France;78;11;Les Mureaux;10;59601;60056
11;Île-de-France;78;12;Plaisir;4;57254;57970
11;Île-de-France;78;13;Poissy;3;75659;76221
11;Île-de-France;78;14;Rambouillet;36;79020;80801
11;Île-de-France;78;15;Saint-Cyr-l'École;6;60600;61817
11;Île-de-France;78;16;Saint-Germain-en-Laye;6;75292;78019
11;Île-de-France;78;17;Sartrouville;3;82172;83283
11;Île-de-France;78;18;Trappes;3;64246;64692
11;Île-de-France;78;19;Verneuil-sur-Seine;13;72923;74928
11;Île-de-France;78;20;Versailles-1;1;64399;66093
11;Île-de-France;78;21;Versailles-2;6;75439;76713
75;Nouvelle-Aquitaine;79;01;Autize-Egray;26;22543;22983
75;Nouvelle-Aquitaine;79;02;Bressuire;5;24024;25113
75;Nouvelle-Aquitaine;79;03;Celles-sur-Belle;22;22995;23468
75;Nouvelle-Aquitaine;79;04;Cerizay;18;26161;26721
75;Nouvelle-Aquitaine;79;05;Frontenay-Rohan-Rohan;13;18436;18983
75;Nouvelle-Aquitaine;79;06;La Gâtine;38;23576;24225
75;Nouvelle-Aquitaine;79;07;Mauléon;10;23554;24131
75;Nouvelle-Aquitaine;79;08;Melle;26;20718;21413
75;Nouvelle-Aquitaine;79;09;Mignon-et-Boutonne;30;18738;19145
75;Nouvelle-Aquitaine;79;10;Niort-1;1;20162;20697
75;Nouvelle-Aquitaine;79;11;Niort-2;1;18960;19642
75;Nouvelle-Aquitaine;79;12;Niort-3;1;19937;20537
75;Nouvelle-Aquitaine;79;13;Parthenay;11;20689;21318
75;Nouvelle-Aquitaine;79;14;La Plaine Niortaise;10;25601;26327
75;Nouvelle-Aquitaine;79;15;Saint-Maixent-l'École;13;26143;26772
75;Nouvelle-Aquitaine;79;16;Thouars;5;18455;18917
75;Nouvelle-Aquitaine;79;17;Le Val de Thouet;28;24107;24637
32;Hauts-de-France;80;01;Abbeville-1;24;24327;24922
32;Hauts-de-France;80;02;Abbeville-2;25;24205;24562
32;Hauts-de-France;80;03;Ailly-sur-Noye;52;21636;22104
32;Hauts-de-France;80;04;Ailly-sur-Somme;44;24220;24510
32;Hauts-de-France;80;05;Albert;65;28302;28733
32;Hauts-de-France;80;06;Amiens-1;1;27769;27923
32;Hauts-de-France;80;07;Amiens-2;11;22492;22807
32;Hauts-de-France;80;08;Amiens-3;8;26528;26734
32;Hauts-de-France;80;09;Amiens-4;7;26082;26522
32;Hauts-de-France;80;10;Amiens-5;3;25050;25543
32;Hauts-de-France;80;11;Amiens-6;6;27502;28811
32;Hauts-de-France;80;12;Amiens-7;5;27870;28349
32;Hauts-de-France;80;13;Corbie;40;24369;24680
32;Hauts-de-France;80;14;Doullens;44;20372;20855
32;Hauts-de-France;80;15;Flixecourt;24;20864;21166
32;Hauts-de-France;80;16;Friville-Escarbotin;24;26546;27035
32;Hauts-de-France;80;17;Gamaches;36;23443;23879
32;Hauts-de-France;80;18;Ham;63;28945;29401
32;Hauts-de-France;80;19;Moreuil;42;22774;23032
32;Hauts-de-France;80;20;Péronne;60;27253;27799
32;Hauts-de-France;80;21;Poix-de-Picardie;79;20701;21095
32;Hauts-de-France;80;22;Roye;62;24512;24870
32;Hauts-de-France;80;23;Rue;55;24900;25387
76;Occitanie;81;01;Albi-1;1;15997;16754
76;Occitanie;81;02;Albi-2;6;18576;19130
76;Occitanie;81;03;Albi-3;9;18579;19145
76;Occitanie;81;04;Albi-4;3;18688;19023
76;Occitanie;81;05;Carmaux-1 Le Ségala;33;17494;17811
76;Occitanie;81;06;Carmaux-2 Vallée du Cérou;40;18070;18570
76;Occitanie;81;07;Castres-1;1;17662;18178
76;Occitanie;81;08;Castres-2;7;15257;15832
76;Occitanie;81;09;Castres-3;2;15091;15592
76;Occitanie;81;10;Les Deux Rives;18;14461;14836
76;Occitanie;81;11;Gaillac;3;17778;18164
76;Occitanie;81;12;Graulhet;7;17381;17700
76;Occitanie;81;13;Le Haut Dadou;25;17513;17834
76;Occitanie;81;14;Les Hautes Terres d'Oc;24;12924;13255
76;Occitanie;81;15;Lavaur Cocagne;23;17807;18431
76;Occitanie;81;16;Mazamet-1;9;17296;17657
76;Occitanie;81;17;Mazamet-2 Vallée du Thoré;12;16870;17526
76;Occitanie;81;18;La Montagne noire;15;15374;15845
76;Occitanie;81;19;Le Pastel;15;17354;17744
76;Occitanie;81;20;Plaine de l'Agoût;27;16129;16563
76;Occitanie;81;21;Les Portes du Tarn;10;17498;17973
76;Occitanie;81;22;Saint-Juéry;7;15486;15830
76;Occitanie;81;23;Vignobles et Bastides;25;19311;19715
76;Occitanie;82;01;Aveyron-Lère;6;19551;19993
76;Occitanie;82;02;Beaumont-de-Lomagne;32;13552;13983
76;Occitanie;82;03;Castelsarrasin;6;21088;21527
76;Occitanie;82;04;Garonne-Lomagne-Brulhois;29;13436;13681
76;Occitanie;82;05;Moissac;3;14466;14817
76;Occitanie;82;06;Montauban-1;1;19742;20147
76;Occitanie;82;07;Montauban-2;1;19974;20588
76;Occitanie;82;08;Montauban-3;1;21236;21670
76;Occitanie;82;09;Montech;9;21256;21670
76;Occitanie;82;10;Pays de Serres Sud-Quercy;24;13020;13340
76;Occitanie;82;11;Quercy-Aveyron;15;14840;15143
76;Occitanie;82;12;Quercy-Rouergue;25;13656;14028
76;Occitanie;82;13;Tarn-Tescou-Quercy vert;15;19410;19804
76;Occitanie;82;14;Valence;17;13351;13681
76;Occitanie;82;15;Verdun-sur-Garonne;13;20546;20838
93;Provence-Alpes-Côte d'Azur;83;01;Brignoles;12;40545;41353
93;Provence-Alpes-Côte d'Azur;83;02;La Crau;6;51603;52436
93;Provence-Alpes-Côte d'Azur;83;03;Draguignan;2;44984;46025
93;Provence-Alpes-Côte d'Azur;83;04;Flayosc;34;33812;34457
93;Provence-Alpes-Côte d'Azur;83;05;Fréjus;1;42253;42856
93;Provence-Alpes-Côte d'Azur;83;06;La Garde;3;45200;45824
93;Provence-Alpes-Côte d'Azur;83;07;Garéoult;12;39502;40119
93;Provence-Alpes-Côte d'Azur;83;08;Hyères;1;47254;48149
93;Provence-Alpes-Côte d'Azur;83;09;Le Luc;11;39456;40059
93;Provence-Alpes-Côte d'Azur;83;10;Ollioules;4;41294;42003
93;Provence-Alpes-Côte d'Azur;83;11;Roquebrune-sur-Argens;11;50778;51582
93;Provence-Alpes-Côte d'Azur;83;12;Saint-Cyr-sur-Mer;9;46729;47526
93;Provence-Alpes-Côte d'Azur;83;13;Saint-Maximin-la-Sainte-Baume;19;50830;51938
93;Provence-Alpes-Côte d'Azur;83;14;Saint-Raphaël;3;49932;50837
93;Provence-Alpes-Côte d'Azur;83;15;Sainte-Maxime;10;54777;55733
93;Provence-Alpes-Côte d'Azur;83;16;La Seyne-sur-Mer-1;1;53048;53622
93;Provence-Alpes-Côte d'Azur;83;17;La Seyne-sur-Mer-2;3;49484;50295
93;Provence-Alpes-Côte d'Azur;83;18;Solliès-Pont;6;43016;43629
93;Provence-Alpes-Côte d'Azur;83;19;Toulon-1;1;51041;51413
93;Provence-Alpes-Côte d'Azur;83;20;Toulon-2;1;45687;46085
93;Provence-Alpes-Côte d'Azur;83;21;Toulon-3;3;54420;55181
93;Provence-Alpes-Côte d'Azur;83;22;Toulon-4;1;52759;53412
93;Provence-Alpes-Côte d'Azur;83;23;Vidauban;5;39293;40176
93;Provence-Alpes-Côte d'Azur;84;01;Apt;27;31177;31804
93;Provence-Alpes-Côte d'Azur;84;02;Avignon-1;1;30838;31264
93;Provence-Alpes-Côte d'Azur;84;03;Avignon-2;1;32567;33343
93;Provence-Alpes-Côte d'Azur;84;04;Avignon-3;2;36887;37517
93;Provence-Alpes-Côte d'Azur;84;05;Bollène;9;31193;31808
93;Provence-Alpes-Côte d'Azur;84;06;Carpentras;3;37068;37982
93;Provence-Alpes-Côte d'Azur;84;07;Cavaillon;2;31097;31609
93;Provence-Alpes-Côte d'Azur;84;08;Cheval-Blanc;14;31389;31985
93;Provence-Alpes-Côte d'Azur;84;09;L' Isle-sur-la-Sorgue;5;33564;34321
93;Provence-Alpes-Côte d'Azur;84;10;Monteux;7;36297;36875
93;Provence-Alpes-Côte d'Azur;84;11;Orange;3;36907;37713
93;Provence-Alpes-Côte d'Azur;84;12;Pernes-les-Fontaines;21;34170;34985
93;Provence-Alpes-Côte d'Azur;84;13;Pertuis;15;39552;40402
93;Provence-Alpes-Côte d'Azur;84;14;Le Pontet;5;37756;38464
93;Provence-Alpes-Côte d'Azur;84;15;Sorgues;5;37267;37740
93;Provence-Alpes-Côte d'Azur;84;16;Vaison-la-Romaine;29;28355;29042
93;Provence-Alpes-Côte d'Azur;84;17;Valréas;4;13709;14108
52;Pays de la Loire;85;01;Aizenay;11;47375;48326
52;Pays de la Loire;85;02;Challans;15;47359;48535
52;Pays de la Loire;85;03;Chantonnay;16;43663;44912
52;Pays de la Loire;85;04;La Châtaigneraie;39;31163;31898
52;Pays de la Loire;85;05;Fontenay-le-Comte;28;43141;44545
52;Pays de la Loire;85;06;Les Herbiers;14;44258;45528
52;Pays de la Loire;85;07;L' île-d'Yeu;1;4829;4967
52;Pays de la Loire;85;08;Luçon;21;32279;33279
52;Pays de la Loire;85;09;Mareuil-sur-Lay-Dissais;27;33246;33987
52;Pays de la Loire;85;10;Montaigu;13;46834;48018
52;Pays de la Loire;85;11;Mortagne-sur-Sèvre;15;39459;40693
52;Pays de la Loire;85;12;La Roche-sur-Yon-1;5;42009;44292
52;Pays de la Loire;85;13;La Roche-sur-Yon-2;4;42364;43691
52;Pays de la Loire;85;14;Les Sables-d'Olonne;1;44355;45773
52;Pays de la Loire;85;15;Saint-Hilaire-de-Riez;13;47417;48371
52;Pays de la Loire;85;16;Saint-Jean-de-Monts;14;41287;42174
52;Pays de la Loire;85;17;Talmont-Saint-Hilaire;22;48953;49742
75;Nouvelle-Aquitaine;86;01;Chasseneuil-du-Poitou;13;22788;23187
75;Nouvelle-Aquitaine;86;02;Châtellerault-1;8;25638;26244
75;Nouvelle-Aquitaine;86;03;Châtellerault-2;21;25463;26012
75;Nouvelle-Aquitaine;86;04;Châtellerault-3;10;21675;22160
75;Nouvelle-Aquitaine;86;05;Chauvigny;15;21665;22066
75;Nouvelle-Aquitaine;86;06;Civray;30;18305;18770
75;Nouvelle-Aquitaine;86;07;Jaunay-Clan;6;22354;22816
75;Nouvelle-Aquitaine;86;08;Loudun;49;26576;27367
75;Nouvelle-Aquitaine;86;09;Lusignan;15;19238;19803
75;Nouvelle-Aquitaine;86;10;Lussac-les-Châteaux;25;18744;19179
75;Nouvelle-Aquitaine;86;11;Migné-Auxances;16;27084;27568
75;Nouvelle-Aquitaine;86;12;Montmorillon;26;17843;18555
75;Nouvelle-Aquitaine;86;13;Poitiers-1;4;23714;24331
75;Nouvelle-Aquitaine;86;14;Poitiers-2;2;26935;27905
75;Nouvelle-Aquitaine;86;15;Poitiers-3;1;26480;27063
75;Nouvelle-Aquitaine;86;16;Poitiers-4;2;21038;21520
75;Nouvelle-Aquitaine;86;17;Poitiers-5;3;22505;22924
75;Nouvelle-Aquitaine;86;18;Vivonne;16;26673;27112
75;Nouvelle-Aquitaine;86;19;Vouneuil-sous-Biard;12;22868;23313
75;Nouvelle-Aquitaine;87;01;Aixe-sur-Vienne;10;21060;21548
75;Nouvelle-Aquitaine;87;02;Ambazac;16;18420;18734
75;Nouvelle-Aquitaine;87;03;Bellac;23;17500;17837
75;Nouvelle-Aquitaine;87;04;Châteauponsac;31;15344;15753
75;Nouvelle-Aquitaine;87;05;Condat-sur-Vienne;12;19190;19514
75;Nouvelle-Aquitaine;87;06;Couzeix;7;20278;20570
75;Nouvelle-Aquitaine;87;07;Eymoutiers;32;19440;19756
75;Nouvelle-Aquitaine;87;08;Limoges-1;1;18924;19194
75;Nouvelle-Aquitaine;87;09;Limoges-2;1;15505;15653
75;Nouvelle-Aquitaine;87;10;Limoges-3;1;16731;16914
75;Nouvelle-Aquitaine;87;11;Limoges-4;1;16175;16322
75;Nouvelle-Aquitaine;87;12;Limoges-5;3;18641;19341
75;Nouvelle-Aquitaine;87;13;Limoges-6;1;17601;17953
75;Nouvelle-Aquitaine;87;14;Limoges-7;1;14006;14190
75;Nouvelle-Aquitaine;87;15;Limoges-8;1;15775;16100
75;Nouvelle-Aquitaine;87;16;Limoges-9;2;16548;16781
75;Nouvelle-Aquitaine;87;17;Panazol;2;17091;17381
75;Nouvelle-Aquitaine;87;18;Rochechouart;22;17235;17474
75;Nouvelle-Aquitaine;87;19;Saint-Junien;8;20508;20899
75;Nouvelle-Aquitaine;87;20;Saint-Léonard-de-Noblat;13;16627;16920
75;Nouvelle-Aquitaine;87;21;Saint-Yrieix-la-Perche;17;20600;21258
44;Grand Est;88;01;La Bresse;15;22459;23069
44;Grand Est;88;02;Bruyères;51;19828;20319
44;Grand Est;88;03;Charmes;52;21011;21340
44;Grand Est;88;04;Darney;81;17645;18196
44;Grand Est;88;05;Épinal-1;8;22722;23545
44;Grand Est;88;06;Épinal-2;9;24835;25981
44;Grand Est;88;07;Gérardmer;16;24829;25809
44;Grand Est;88;08;Golbey;12;25522;26034
44;Grand Est;88;09;Mirecourt;56;17250;18057
44;Grand Est;88;10;Neufchâteau;47;17417;17966
44;Grand Est;88;11;Raon-l'Etape;40;23852;24495
44;Grand Est;88;12;Remiremont;9;25190;25990
44;Grand Est;88;13;Saint-Dié-des-Vosges-1;11;24154;24756
44;Grand Est;88;14;Saint-Dié-des-Vosges-2;26;23709;24441
44;Grand Est;88;15;Le Thillot;10;17874;18355
44;Grand Est;88;16;Le Val-d'Ajol;21;20080;20710
44;Grand Est;88;17;Vittel;45;17735;18506
27;Bourgogne-Franche-Comté;89;01;Auxerre-1;4;13834;14481
27;Bourgogne-Franche-Comté;89;02;Auxerre-2;7;19433;19848
27;Bourgogne-Franche-Comté;89;03;Auxerre-3;7;14897;15606
27;Bourgogne-Franche-Comté;89;04;Auxerre-4;3;14006;14341
27;Bourgogne-Franche-Comté;89;05;Avallon;27;14106;14537
27;Bourgogne-Franche-Comté;89;06;Brienon-sur-Armançon;34;17066;17411
27;Bourgogne-Franche-Comté;89;07;Chablis;58;16621;17002
27;Bourgogne-Franche-Comté;89;08;Charny;17;16726;17088
27;Bourgogne-Franche-Comté;89;09;Cœur de Puisaye;24;15892;16306
27;Bourgogne-Franche-Comté;89;10;Gâtinais en Bourgogne;24;16324;16639
27;Bourgogne-Franche-Comté;89;11;Joigny;15;18458;19047
27;Bourgogne-Franche-Comté;89;12;Joux-la-Ville;42;12652;12914
27;Bourgogne-Franche-Comté;89;13;Migennes;10;16405;16692
27;Bourgogne-Franche-Comté;89;14;Pont-sur-Yonne;10;13938;14187
27;Bourgogne-Franche-Comté;89;15;Saint-Florentin;22;18199;18583
27;Bourgogne-Franche-Comté;89;16;Sens-1;3;20865;21273
27;Bourgogne-Franche-Comté;89;17;Sens-2;6;19928;20465
27;Bourgogne-Franche-Comté;89;18;Thorigny-sur-Oreuse;17;14098;14411
27;Bourgogne-Franche-Comté;89;19;Tonnerrois;52;15835;16325
27;Bourgogne-Franche-Comté;89;20;Villeneuve-sur-Yonne;12;13491;13785
27;Bourgogne-Franche-Comté;89;21;Vincelles;33;14730;15050
27;Bourgogne-Franche-Comté;90;01;Bavilliers;5;14805;15177
27;Bourgogne-Franche-Comté;90;02;Belfort-1;1;15688;16004
27;Bourgogne-Franche-Comté;90;03;Belfort-2;1;16939;17232
27;Bourgogne-Franche-Comté;90;04;Belfort-3;1;14327;14527
27;Bourgogne-Franche-Comté;90;05;Châtenois-les-Forges;16;14663;14988
27;Bourgogne-Franche-Comté;90;06;Delle;16;17367;17636
27;Bourgogne-Franche-Comté;90;07;Giromagny;22;15257;15698
27;Bourgogne-Franche-Comté;90;08;Grandvillars;33;17050;17445
27;Bourgogne-Franche-Comté;90;09;Valdoie;8;15756;16285
11;Île-de-France;91;01;Arpajon;16;63168;63870
11;Île-de-France;91;02;Athis-Mons;3;59611;60141
11;Île-de-France;91;03;Brétigny-sur-Orge;6;63243;63884
11;Île-de-France;91;04;Corbeil-Essonnes;4;64593;65005
11;Île-de-France;91;05;Dourdan;28;65896;66998
11;Île-de-France;91;06;Draveil;5;52812;53564
11;Île-de-France;91;07;Épinay-sous-Sénart;9;58431;59047
11;Île-de-France;91;08;Étampes;44;63519;64558
11;Île-de-France;91;09;Évry;1;67131;67591
11;Île-de-France;91;10;Gif-sur-Yvette;12;63166;64699
11;Île-de-France;91;11;Longjumeau;8;68104;68854
11;Île-de-France;91;12;Massy;2;70490;70977
11;Île-de-France;91;13;Mennecy;28;67076;68132
11;Île-de-France;91;14;Palaiseau;3;61178;62179
11;Île-de-France;91;15;Ris-Orangis;6;62462;62879
11;Île-de-France;91;16;Sainte-Geneviève-des-Bois;4;68264;68872
11;Île-de-France;91;17;Savigny-sur-Orge;3;57488;57879
11;Île-de-France;91;18;Les Ulis;7;53635;54253
11;Île-de-France;91;19;Vigneux-sur-Seine;3;58336;58768
11;Île-de-France;91;20;Viry-Châtillon;2;58971;59279
11;Île-de-France;91;21;Yerres;2;49067;49599
11;Île-de-France;92;01;Antony;1;62858;63674
11;Île-de-France;92;02;Asnières-sur-Seine;1;69519;70023
11;Île-de-France;92;03;Bagneux;2;61581;62066
11;Île-de-France;92;04;Boulogne-Billancourt-1;1;67433;68247
11;Île-de-France;92;05;Boulogne-Billancourt-2;2;77152;77968
11;Île-de-France;92;06;Châtenay-Malabry;3;83441;84321
11;Île-de-France;92;07;Châtillon;2;62352;62881
11;Île-de-France;92;08;Clamart;2;80392;81173
11;Île-de-France;92;09;Clichy;1;62485;62743
11;Île-de-France;92;10;Colombes-1;1;72663;73115
11;Île-de-France;92;11;Colombes-2;3;71287;71899
11;Île-de-France;92;12;Courbevoie-1;2;67292;67882
11;Île-de-France;92;13;Courbevoie-2;2;76170;76674
11;Île-de-France;92;14;Gennevilliers;2;71725;72033
11;Île-de-France;92;15;Issy-les-Moulineaux;1;68260;68980
11;Île-de-France;92;16;Levallois-Perret;1;65817;66390
11;Île-de-France;92;17;Meudon;2;66450;67442
11;Île-de-France;92;18;Montrouge;2;79445;79876
11;Île-de-France;92;19;Nanterre-1;1;65218;65582
11;Île-de-France;92;20;Nanterre-2;2;80352;81128
11;Île-de-France;92;21;Neuilly-sur-Seine;1;59940;60930
11;Île-de-France;92;22;Rueil-Malmaison;1;77986;79455
11;Île-de-France;92;23;Saint-Cloud;5;69302;71017
11;Île-de-France;93;01;Aubervilliers;1;87572;87762
11;Île-de-France;93;02;Aulnay-sous-Bois;1;86278;86683
11;Île-de-France;93;03;Bagnolet;3;87380;87694
11;Île-de-France;93;04;Le Blanc-Mesnil;2;65037;65235
11;Île-de-France;93;05;Bobigny;2;95831;96117
11;Île-de-France;93;06;Bondy;3;80679;80936
11;Île-de-France;93;07;La Courneuve;3;70842;71054
11;Île-de-France;93;08;Drancy;1;64222;64473
11;Île-de-France;93;09;Épinay-sur-Seine;3;67011;67204
11;Île-de-France;93;10;Gagny;2;75298;75616
11;Île-de-France;93;11;Livry-Gargan;2;74004;74306
